month,gid,gcode,game_date_local,tip_local_time,tip_away_local_time,tip_et_time,arena,city,state,status_code,status_text,visitor_abbr,visitor_team,visitor_city,home_abbr,home_team,home_city,utc_date,utc_time,seq,broadcasters_tv,broadcasters_radio,broadcasters_ott,broadcasters_natltv
March,0022501104,20260331/PORLAC,2026-03-31,2026-03-31T20:00:00,2026-03-31T20:00:00,2026-03-31T23:00:00,Intuit Dome,Inglewood,CA,1,11:00 pm ET,POR,Trail Blazers,Portland,LAC,Clippers,LA,2026-04-01,03:00,6,"FanDuel Sports Network - SoCal, KUNP, NBC, Peacock",Rip City Radio 620,BlazerVision,"NBC, Peacock"
April,0022501105,20260401/PHIWAS,2026-04-01,2026-04-01T19:00:00,2026-04-01T19:00:00,2026-04-01T19:00:00,Capital One Arena,Washington,DC,1,7:00 pm ET,PHI,76ers,Philadelphia,WAS,Wizards,Washington,2026-04-01,23:00,1,"Monumental Sports Network, NBC Sports Philadelphia",97.5 The Fanatic,,
April,0022501106,20260401/BOSMIA,2026-04-01,2026-04-01T19:30:00,2026-04-01T19:30:00,2026-04-01T19:30:00,Kaseya Center,Miami,FL,1,7:30 pm ET,BOS,Celtics,Boston,MIA,Heat,Miami,2026-04-01,23:30,2,"FanDuel Sports Network - Sun, NBC SPORTS BOSTON","98.5 The Sports Hub, FM 104.3 WQAM, 560 AM   / S: WAQI 710",,
April,0022501107,20260401/ATLORL,2026-04-01,2026-04-01T19:30:00,2026-04-01T19:30:00,2026-04-01T19:30:00,Kia Center,Orlando,FL,1,7:30 pm ET,ATL,Hawks,Atlanta,ORL,Magic,Orlando,2026-04-01,23:30,3,"ESPN, FanDuel Sports Network - Florida, FanDuel Sports Network - Southeast - Atlanta",WZGC,,ESPN
April,0022501108,20260401/SACTOR,2026-04-01,2026-04-01T20:00:00,2026-04-01T17:00:00,2026-04-01T20:00:00,Scotiabank Arena,Toronto,ON,1,8:00 pm ET,SAC,Kings,Sacramento,TOR,Raptors,Toronto,2026-04-02,00:00,4,"NBCSCA, TSN, TSN","Sactown Sports 1140 AM, TSN Radio 1050",,
April,0022501109,20260401/INDCHI,2026-04-01,2026-04-01T19:00:00,2026-04-01T20:00:00,2026-04-01T20:00:00,United Center,Chicago,IL,1,8:00 pm ET,IND,Pacers,Indiana,CHI,Bulls,Chicago,2026-04-02,00:00,5,"Chicago Sports Network, FanDuel Sports Network - Indiana",93.5/107.5 The Fan,,
April,0022501110,20260401/MILHOU,2026-04-01,2026-04-01T19:00:00,2026-04-01T19:00:00,2026-04-01T20:00:00,Toyota Center,Houston,TX,1,8:00 pm ET,MIL,Bucks,Milwaukee,HOU,Rockets,Houston,2026-04-02,00:00,6,"FanDuel Sports Network - Wisconsin, Space City Home Network",790 AM / S: KLTN TUDN,,
April,0022501111,20260401/DALMEM,2026-04-01,2026-04-01T19:00:00,2026-04-01T19:00:00,2026-04-01T20:00:00,FedExForum,Memphis,TN,1,8:00 pm ET,DAL,Mavericks,Dallas,MEM,Grizzlies,Memphis,2026-04-02,00:00,7,"FanDuel Sports Network - Southeast - Memphis, KFAA",97.1 FM / S: 99.1 FM,MavsTV,
April,0022501112,20260401/DENUTA,2026-04-01,2026-04-01T19:00:00,2026-04-01T19:00:00,2026-04-01T21:00:00,Delta Center,Salt Lake City,UT,1,9:00 pm ET,DEN,Nuggets,Denver,UTA,Jazz,Utah,2026-04-02,01:00,8,"ALT2/KTVD, KJZZ","Altitude Sports Radio 950 AM, KZNS / KSL / S: KTUB",Jazz+,
April,0022501113,20260401/SASGSW,2026-04-01,2026-04-01T19:00:00,2026-04-01T21:00:00,2026-04-01T22:00:00,Chase Center,San Francisco,CA,1,10:00 pm ET,SAS,Spurs,San Antonio,GSW,Warriors,Golden State,2026-04-02,02:00,9,"ESPN, NBCSBA","95.7 The Game, WOAI/KXTN",,ESPN
April,0022501114,20260402/PHXCHA,2026-04-02,2026-04-02T19:00:00,2026-04-02T16:00:00,2026-04-02T19:00:00,Spectrum Center,Charlotte,NC,1,7:00 pm ET,PHX,Suns,Phoenix,CHA,Hornets,Charlotte,2026-04-02,23:00,1,"Arizona's Family 3TV / Arizona's Family Sports, FanDuel Sports Network - Southeast - Charlotte","KMVP 98.7 / S: KSUN, WFNZ 610 AM/102.5 FM",Suns+,
April,0022501115,20260402/MINDET,2026-04-02,2026-04-02T19:00:00,2026-04-02T18:00:00,2026-04-02T19:00:00,Little Caesars Arena,Detroit,MI,1,7:00 pm ET,MIN,Timberwolves,Minnesota,DET,Pistons,Detroit,2026-04-02,23:00,2,"FanDuel Sports Network - Detroit, FDSNNOX",950 AM,,
April,0022501116,20260402/LALOKC,2026-04-02,2026-04-02T18:30:00,2026-04-02T16:30:00,2026-04-02T19:30:00,Paycom Center,Oklahoma City,OK,1,7:30 pm ET,LAL,Lakers,Los Angeles,OKC,Thunder,Oklahoma City,2026-04-02,23:30,3,"Prime Video, Spectrum SportsNet","ESPN LA 710/1330 KWKW, ESPN Radio, WWLS/WKY",Spectrum SportsNet+,Prime Video
April,0022501117,20260402/CLEGSW,2026-04-02,2026-04-02T19:00:00,2026-04-02T22:00:00,2026-04-02T22:00:00,Chase Center,San Francisco,CA,1,10:00 pm ET,CLE,Cavaliers,Cleveland,GSW,Warriors,Golden State,2026-04-03,02:00,4,"NBCSBA, Prime Video",95.7 The Game,,Prime Video
April,0022501118,20260402/NOPPOR,2026-04-02,2026-04-02T19:00:00,2026-04-02T21:00:00,2026-04-02T22:00:00,Moda Center,Portland,OR,1,10:00 pm ET,NOP,Pelicans,New Orleans,POR,Trail Blazers,Portland,2026-04-03,02:00,5,"GCSEN / WVUE, KUNP",Rip City Radio 620,"BlazerVision, Pelicans+",
April,0022501119,20260402/SASLAC,2026-04-02,2026-04-02T19:30:00,2026-04-02T21:30:00,2026-04-02T22:30:00,Intuit Dome,Inglewood,CA,1,10:30 pm ET,SAS,Spurs,San Antonio,LAC,Clippers,LA,2026-04-03,02:30,6,FanDuel Sports Network - SoCal,WOAI/KXTN,,
April,0022501120,20260403/INDCHA,2026-04-03,2026-04-03T19:00:00,2026-04-03T19:00:00,2026-04-03T19:00:00,Spectrum Center,Charlotte,NC,1,7:00 pm ET,IND,Pacers,Indiana,CHA,Hornets,Charlotte,2026-04-03,23:00,1,"FanDuel Sports Network - Indiana, FanDuel Sports Network - Southeast - Charlotte","93.5/107.5 The Fan, WFNZ 610 AM/102.5 FM",,
April,0022501121,20260403/MINPHI,2026-04-03,2026-04-03T19:00:00,2026-04-03T18:00:00,2026-04-03T19:00:00,Xfinity Mobile Arena,Philadelphia,PA,1,7:00 pm ET,MIN,Timberwolves,Minnesota,PHI,76ers,Philadelphia,2026-04-03,23:00,2,"FanDuel Sports Network - North, NBC Sports Philadelphia",97.5 The Fanatic,,
April,0022501122,20260403/ATLBKN,2026-04-03,2026-04-03T19:30:00,2026-04-03T19:30:00,2026-04-03T19:30:00,Barclays Center,Brooklyn,NY,1,7:30 pm ET,ATL,Hawks,Atlanta,BKN,Nets,Brooklyn,2026-04-03,23:30,3,"FanDuel Sports Network - Southeast - Atlanta, YES",WZGC,,
April,0022501123,20260403/CHINYK,2026-04-03,2026-04-03T19:30:00,2026-04-03T18:30:00,2026-04-03T19:30:00,Madison Square Garden,New York,NY,1,7:30 pm ET,CHI,Bulls,Chicago,NYK,Knicks,New York,2026-04-03,23:30,4,"Chicago Sports Network, MSG, NBA TV",880 ESPN New York,,NBA TV
April,0022501124,20260403/UTAHOU,2026-04-03,2026-04-03T19:00:00,2026-04-03T18:00:00,2026-04-03T20:00:00,Toyota Center,Houston,TX,1,8:00 pm ET,UTA,Jazz,Utah,HOU,Rockets,Houston,2026-04-04,00:00,5,"KJZZ, Space City Home Network","790 AM / S: KLTN TUDN, KZNS / KSL / S: KTUB",Jazz+,
April,0022501125,20260403/TORMEM,2026-04-03,2026-04-03T19:00:00,2026-04-03T20:00:00,2026-04-03T20:00:00,FedExForum,Memphis,TN,1,8:00 pm ET,TOR,Raptors,Toronto,MEM,Grizzlies,Memphis,2026-04-04,00:00,6,"FanDuel Sports Network - Southeast - Memphis, SN, SN",Sportsnet 590,,
April,0022501126,20260403/BOSMIL,2026-04-03,2026-04-03T19:00:00,2026-04-03T20:00:00,2026-04-03T20:00:00,Fiserv Forum,Milwaukee,WI,1,8:00 pm ET,BOS,Celtics,Boston,MIL,Bucks,Milwaukee,2026-04-04,00:00,7,"FanDuel Sports Network - Wisconsin, NBC SPORTS BOSTON",98.5 The Sports Hub,,
April,0022501127,20260403/ORLDAL,2026-04-03,2026-04-03T19:30:00,2026-04-03T20:30:00,2026-04-03T20:30:00,American Airlines Center,Dallas,TX,1,8:30 pm ET,ORL,Magic,Orlando,DAL,Mavericks,Dallas,2026-04-04,00:30,8,"FanDuel Sports Network - Florida, KFAA",97.1 FM / S: 99.1 FM,MavsTV,
April,0022501128,20260403/NOPSAC,2026-04-03,2026-04-03T19:00:00,2026-04-03T21:00:00,2026-04-03T22:00:00,Golden 1 Center,Sacramento,CA,1,10:00 pm ET,NOP,Pelicans,New Orleans,SAC,Kings,Sacramento,2026-04-04,02:00,9,"GCSEN / WVUE, NBA TV, NBCSCA",Sactown Sports 1140 AM,Pelicans+,NBA TV
April,0022501129,20260404/WASMIA,2026-04-04,2026-04-04T15:00:00,2026-04-04T15:00:00,2026-04-04T15:00:00,Kaseya Center,Miami,FL,1,3:00 pm ET,WAS,Wizards,Washington,MIA,Heat,Miami,2026-04-04,19:00,1,"FanDuel Sports Network - Sun, Monumental Sports Network","FM 104.3 WQAM, 560 AM   / S: WAQI 710",,
April,0022501130,20260404/SASDEN,2026-04-04,2026-04-04T13:00:00,2026-04-04T14:00:00,2026-04-04T15:00:00,Ball Arena,Denver,CO,1,3:00 pm ET,SAS,Spurs,San Antonio,DEN,Nuggets,Denver,2026-04-04,19:00,2,"Altitude, Prime Video","Altitude Sports Radio 950 AM, WOAI/KXTN",,Prime Video
April,0022501131,20260404/DETPHI,2026-04-04,2026-04-04T19:00:00,2026-04-04T19:00:00,2026-04-04T19:00:00,Xfinity Mobile Arena,Philadelphia,PA,1,7:00 pm ET,DET,Pistons,Detroit,PHI,76ers,Philadelphia,2026-04-04,23:00,3,"FanDuel Sports Network - Detroit, NBA TV, NBC Sports Philadelphia","97.1 FM The Ticket, 97.5 The Fanatic",,NBA TV
April,0022501132,20260405/TORBOS,2026-04-05,2026-04-05T15:30:00,2026-04-05T15:30:00,2026-04-05T15:30:00,TD Garden,Boston,MA,1,3:30 pm ET,TOR,Raptors,Toronto,BOS,Celtics,Boston,2026-04-05,19:30,1,"NBA TV, NBC SPORTS BOSTON, SN, SN","TSN Radio 1050, WROR (105.7 FM)",,NBA TV
April,0022501133,20260405/WASBKN,2026-04-05,2026-04-05T15:30:00,2026-04-05T15:30:00,2026-04-05T15:30:00,Barclays Center,Brooklyn,NY,1,3:30 pm ET,WAS,Wizards,Washington,BKN,Nets,Brooklyn,2026-04-05,19:30,2,"Monumental Sports Network, YES",,,
April,0022501134,20260405/PHXCHI,2026-04-05,2026-04-05T14:30:00,2026-04-05T12:30:00,2026-04-05T15:30:00,United Center,Chicago,IL,1,3:30 pm ET,PHX,Suns,Phoenix,CHI,Bulls,Chicago,2026-04-05,19:30,3,"Arizona's Family 3TV / Arizona's Family Sports, Chicago Sports Network",KMVP 98.7 / S: KSUN,Suns+,
April,0022501135,20260405/MEMMIL,2026-04-05,2026-04-05T14:30:00,2026-04-05T14:30:00,2026-04-05T15:30:00,Fiserv Forum,Milwaukee,WI,1,3:30 pm ET,MEM,Grizzlies,Memphis,MIL,Bucks,Milwaukee,2026-04-05,19:30,4,"FanDuel Sports Network - Southeast - Memphis, FDSNWI/WMLW",,,
April,0022501136,20260405/INDCLE,2026-04-05,2026-04-05T18:00:00,2026-04-05T18:00:00,2026-04-05T18:00:00,Rocket Arena,Cleveland,OH,1,6:00 pm ET,IND,Pacers,Indiana,CLE,Cavaliers,Cleveland,2026-04-05,22:00,5,"FanDuel Sports Network - Indiana, FanDuel Sports Network - Ohio",93.5/107.5 The Fan,,
April,0022501137,20260405/CHAMIN,2026-04-05,2026-04-05T18:00:00,2026-04-05T19:00:00,2026-04-05T19:00:00,Target Center,Minneapolis,MN,1,7:00 pm ET,CHA,Hornets,Charlotte,MIN,Timberwolves,Minnesota,2026-04-05,23:00,6,"FanDuel Sports Network - North, FanDuel Sports Network - Southeast - Charlotte",WFNZ 610 AM/102.5 FM,,
April,0022501138,20260405/ORLNOP,2026-04-05,2026-04-05T18:00:00,2026-04-05T19:00:00,2026-04-05T19:00:00,Smoothie King Center,New Orleans,LA,1,7:00 pm ET,ORL,Magic,Orlando,NOP,Pelicans,New Orleans,2026-04-05,23:00,7,"FanDuel Sports Network - Florida, GCSEN",,Pelicans+,
April,0022501139,20260405/UTAOKC,2026-04-05,2026-04-05T18:00:00,2026-04-05T17:00:00,2026-04-05T19:00:00,Paycom Center,Oklahoma City,OK,1,7:00 pm ET,UTA,Jazz,Utah,OKC,Thunder,Oklahoma City,2026-04-05,23:00,8,"FanDuel Sports Network - Oklahoma, KJZZ","KZNS / KSL / S: KTUB, WWLS/WKY",Jazz+,
April,0022501140,20260405/LALDAL,2026-04-05,2026-04-05T18:30:00,2026-04-05T16:30:00,2026-04-05T19:30:00,American Airlines Center,Dallas,TX,1,7:30 pm ET,LAL,Lakers,Los Angeles,DAL,Mavericks,Dallas,2026-04-05,23:30,9,"NBC, Peacock","97.1 FM / S: 99.1 FM, ESPN LA 710/1330 KWKW",,"NBC, Peacock"
April,0022501141,20260405/LACSAC,2026-04-05,2026-04-05T18:00:00,2026-04-05T18:00:00,2026-04-05T21:00:00,Golden 1 Center,Sacramento,CA,1,9:00 pm ET,LAC,Clippers,LA,SAC,Kings,Sacramento,2026-04-06,01:00,10,"FanDuel Sports Network - SoCal/KTLA, NBCSCA",Sactown Sports 1140 AM,,
April,0022501142,20260405/HOUGSW,2026-04-05,2026-04-05T19:00:00,2026-04-05T21:00:00,2026-04-05T22:00:00,Chase Center,San Francisco,CA,1,10:00 pm ET,HOU,Rockets,Houston,GSW,Warriors,Golden State,2026-04-06,02:00,11,"NBC, Peacock","790 AM / S: KLTN TUDN, 95.7 The Game",,"NBC, Peacock"
April,0022501143,20260406/NYKATL,2026-04-06,2026-04-06T19:00:00,2026-04-06T19:00:00,2026-04-06T19:00:00,State Farm Arena,Atlanta,GA,1,7:00 pm ET,NYK,Knicks,New York,ATL,Hawks,Atlanta,2026-04-06,23:00,1,"MSG, Peacock","880 ESPN New York, WZGC",,Peacock
April,0022501144,20260406/DETORL,2026-04-06,2026-04-06T19:00:00,2026-04-06T19:00:00,2026-04-06T19:00:00,Kia Center,Orlando,FL,1,7:00 pm ET,DET,Pistons,Detroit,ORL,Magic,Orlando,2026-04-06,23:00,2,"FanDuel Sports Network - Detroit, FanDuel Sports Network - Florida",97.1 FM The Ticket,,
April,0022501145,20260406/CLEMEM,2026-04-06,2026-04-06T19:00:00,2026-04-06T20:00:00,2026-04-06T20:00:00,FedExForum,Memphis,TN,1,8:00 pm ET,CLE,Cavaliers,Cleveland,MEM,Grizzlies,Memphis,2026-04-07,00:00,3,"FanDuel Sports Network - Ohio, FanDuel Sports Network - Southeast - Memphis",,,
April,0022501146,20260406/PHISAS,2026-04-06,2026-04-06T19:00:00,2026-04-06T20:00:00,2026-04-06T20:00:00,Frost Bank Center,San Antonio,TX,1,8:00 pm ET,PHI,76ers,Philadelphia,SAS,Spurs,San Antonio,2026-04-07,00:00,4,NBC Sports Philadelphia,"97.5 The Fanatic, WOAI/KXTN",,
April,0022501147,20260406/PORDEN,2026-04-06,2026-04-06T19:00:00,2026-04-06T18:00:00,2026-04-06T21:00:00,Ball Arena,Denver,CO,1,9:00 pm ET,POR,Trail Blazers,Portland,DEN,Nuggets,Denver,2026-04-07,01:00,5,"ALT/KTVD, KUNP","Altitude Sports Radio 92.5 FM, Rip City Radio 620",BlazerVision,
April,0022501148,20260407/CHIWAS,2026-04-07,2026-04-07T19:00:00,2026-04-07T18:00:00,2026-04-07T19:00:00,Capital One Arena,Washington,DC,1,7:00 pm ET,CHI,Bulls,Chicago,WAS,Wizards,Washington,2026-04-07,23:00,1,"Chicago Sports Network, Monumental Sports Network",,,
April,0022501149,20260407/CHABOS,2026-04-07,2026-04-07T19:30:00,2026-04-07T19:30:00,2026-04-07T19:30:00,TD Garden,Boston,MA,1,7:30 pm ET,CHA,Hornets,Charlotte,BOS,Celtics,Boston,2026-04-07,23:30,2,"FanDuel Sports Network - Southeast - Charlotte, NBC SPORTS BOSTON","WFNZ 610 AM/102.5 FM, WROR (105.7 FM)",,
April,0022501150,20260407/MILBKN,2026-04-07,2026-04-07T19:30:00,2026-04-07T18:30:00,2026-04-07T19:30:00,Barclays Center,Brooklyn,NY,1,7:30 pm ET,MIL,Bucks,Milwaukee,BKN,Nets,Brooklyn,2026-04-07,23:30,3,"FanDuel Sports Network - Wisconsin, YES",,,
April,0022501151,20260407/MIATOR,2026-04-07,2026-04-07T19:30:00,2026-04-07T19:30:00,2026-04-07T19:30:00,Scotiabank Arena,Toronto,ON,1,7:30 pm ET,MIA,Heat,Miami,TOR,Raptors,Toronto,2026-04-07,23:30,4,"FanDuel Sports Network - Sun, TSN, TSN","FM 104.3 WQAM, 560 AM   / S: WAQI 710, TSN Radio 1050",,
April,0022501152,20260407/MININD,2026-04-07,2026-04-07T20:00:00,2026-04-07T19:00:00,2026-04-07T20:00:00,Gainbridge Fieldhouse,Indianapolis,IN,1,8:00 pm ET,MIN,Timberwolves,Minnesota,IND,Pacers,Indiana,2026-04-08,00:00,5,"FanDuel Sports Network - North, NBC, Peacock",93.5/107.5 The Fan,,"NBC, Peacock"
April,0022501153,20260407/UTANOP,2026-04-07,2026-04-07T19:00:00,2026-04-07T18:00:00,2026-04-07T20:00:00,Smoothie King Center,New Orleans,LA,1,8:00 pm ET,UTA,Jazz,Utah,NOP,Pelicans,New Orleans,2026-04-08,00:00,6,"GCSEN, KJZZ",KZNS / KSL / S: KTUB,"Jazz+, Pelicans+",
April,0022501154,20260407/SACGSW,2026-04-07,2026-04-07T19:00:00,2026-04-07T19:00:00,2026-04-07T22:00:00,Chase Center,San Francisco,CA,1,10:00 pm ET,SAC,Kings,Sacramento,GSW,Warriors,Golden State,2026-04-08,02:00,7,"NBCSBA, NBCSCA","95.7 The Game, Sactown Sports 1140 AM",,
April,0022501155,20260407/OKCLAL,2026-04-07,2026-04-07T19:30:00,2026-04-07T21:30:00,2026-04-07T22:30:00,Crypto.com Arena,Los Angeles,CA,1,10:30 pm ET,OKC,Thunder,Oklahoma City,LAL,Lakers,Los Angeles,2026-04-08,02:30,8,"FanDuel Sports Network - Oklahoma, Spectrum SportsNet","ESPN LA 710/1330 KWKW, WWLS 98.1FM OKC",Spectrum SportsNet+,
April,0022501156,20260407/DALLAC,2026-04-07,2026-04-07T19:30:00,2026-04-07T21:30:00,2026-04-07T22:30:00,Intuit Dome,Inglewood,CA,1,10:30 pm ET,DAL,Mavericks,Dallas,LAC,Clippers,LA,2026-04-08,02:30,9,"FanDuel Sports Network - SoCal, KFAA",97.1 FM / S: 99.1 FM,MavsTV,
April,0022501157,20260407/HOUPHX,2026-04-07,2026-04-07T20:00:00,2026-04-07T22:00:00,2026-04-07T23:00:00,Mortgage Matchup Center,Phoenix,AZ,1,11:00 pm ET,HOU,Rockets,Houston,PHX,Suns,Phoenix,2026-04-08,03:00,10,"NBC, Peacock, Space City Home Network","790 AM / S: KLTN TUDN, KMVP 98.7 / S: KSUN",,"NBC, Peacock"
April,0022501158,20260408/ATLCLE,2026-04-08,2026-04-08T19:00:00,2026-04-08T19:00:00,2026-04-08T19:00:00,Rocket Arena,Cleveland,OH,1,7:00 pm ET,ATL,Hawks,Atlanta,CLE,Cavaliers,Cleveland,2026-04-08,23:00,1,"FanDuel Sports Network - Ohio, FanDuel Sports Network - Southeast - Atlanta",WZGC,,
April,0022501159,20260408/MINORL,2026-04-08,2026-04-08T19:00:00,2026-04-08T18:00:00,2026-04-08T19:00:00,Kia Center,Orlando,FL,1,7:00 pm ET,MIN,Timberwolves,Minnesota,ORL,Magic,Orlando,2026-04-08,23:00,2,"FanDuel Sports Network - Florida, FanDuel Sports Network - North",,,
April,0022501160,20260408/MILDET,2026-04-08,2026-04-08T19:30:00,2026-04-08T18:30:00,2026-04-08T19:30:00,Little Caesars Arena,Detroit,MI,1,7:30 pm ET,MIL,Bucks,Milwaukee,DET,Pistons,Detroit,2026-04-08,23:30,3,"ESPN, FanDuel Sports Network - Detroit, FanDuel Sports Network - Wisconsin",97.1 FM The Ticket,,ESPN
April,0022501161,20260408/PORSAS,2026-04-08,2026-04-08T19:00:00,2026-04-08T17:00:00,2026-04-08T20:00:00,Frost Bank Center,San Antonio,TX,1,8:00 pm ET,POR,Trail Blazers,Portland,SAS,Spurs,San Antonio,2026-04-09,00:00,4,KUNP,"Rip City Radio 620, WOAI/KXTN",BlazerVision,
April,0022501162,20260408/MEMDEN,2026-04-08,2026-04-08T19:00:00,2026-04-08T20:00:00,2026-04-08T21:00:00,Ball Arena,Denver,CO,1,9:00 pm ET,MEM,Grizzlies,Memphis,DEN,Nuggets,Denver,2026-04-09,01:00,5,"ALT/KTVD/KUSA, FanDuel Sports Network - Southeast - Memphis",Altitude Sports Radio 92.5 FM,,
April,0022501163,20260408/OKCLAC,2026-04-08,2026-04-08T19:00:00,2026-04-08T21:00:00,2026-04-08T22:00:00,Intuit Dome,Inglewood,CA,1,10:00 pm ET,OKC,Thunder,Oklahoma City,LAC,Clippers,LA,2026-04-09,02:00,6,"ESPN, FanDuel Sports Network - Oklahoma, FanDuel Sports Network - SoCal",WWLS 98.1FM OKC,,ESPN
April,0022501164,20260408/DALPHX,2026-04-08,2026-04-08T19:00:00,2026-04-08T21:00:00,2026-04-08T22:00:00,Mortgage Matchup Center,Phoenix,AZ,1,10:00 pm ET,DAL,Mavericks,Dallas,PHX,Suns,Phoenix,2026-04-09,02:00,7,"Arizona's Family 3TV / Arizona's Family Sports, KFAA","97.1 FM / S: 99.1 FM, KMVP 98.7 / S: KSUN","MavsTV, Suns+",
April,0022501165,20260409/MIATOR,2026-04-09,2026-04-09T19:00:00,2026-04-09T19:00:00,2026-04-09T19:00:00,Scotiabank Arena,Toronto,ON,1,7:00 pm ET,MIA,Heat,Miami,TOR,Raptors,Toronto,2026-04-09,23:00,1,"FanDuel Sports Network - Sun, SN, SN","FM 104.3 WQAM, 560 AM   / S: WAQI 710, Sportsnet 590",,
April,0022501166,20260409/CHIWAS,2026-04-09,2026-04-09T19:00:00,2026-04-09T18:00:00,2026-04-09T19:00:00,Capital One Arena,Washington,DC,1,7:00 pm ET,CHI,Bulls,Chicago,WAS,Wizards,Washington,2026-04-09,23:00,2,"Chicago Sports Network, Monumental Sports Network",,,
April,0022501167,20260409/INDBKN,2026-04-09,2026-04-09T19:30:00,2026-04-09T19:30:00,2026-04-09T19:30:00,Barclays Center,Brooklyn,NY,1,7:30 pm ET,IND,Pacers,Indiana,BKN,Nets,Brooklyn,2026-04-09,23:30,3,"FanDuel Sports Network - Indiana, YES",93.5/107.5 The Fan,,
April,0022501168,20260409/BOSNYK,2026-04-09,2026-04-09T19:30:00,2026-04-09T19:30:00,2026-04-09T19:30:00,Madison Square Garden,New York,NY,1,7:30 pm ET,BOS,Celtics,Boston,NYK,Knicks,New York,2026-04-09,23:30,4,"MSG, Prime Video","880 ESPN New York, 98.5 The Sports Hub",,Prime Video
April,0022501169,20260409/PHIHOU,2026-04-09,2026-04-09T19:00:00,2026-04-09T20:00:00,2026-04-09T20:00:00,Toyota Center,Houston,TX,1,8:00 pm ET,PHI,76ers,Philadelphia,HOU,Rockets,Houston,2026-04-10,00:00,5,"NBC Sports Philadelphia, Space City Home Network","790 AM / S: KLTN TUDN, 97.5 The Fanatic",,
April,0022501170,20260409/LALGSW,2026-04-09,2026-04-09T19:00:00,2026-04-09T19:00:00,2026-04-09T22:00:00,Chase Center,San Francisco,CA,1,10:00 pm ET,LAL,Lakers,Los Angeles,GSW,Warriors,Golden State,2026-04-10,02:00,6,Prime Video,"95.7 The Game, ESPN LA 710/1330 KWKW, ESPN Radio",,Prime Video
April,0022501171,20260410/DETCHA,2026-04-10,2026-04-10T19:00:00,2026-04-10T19:00:00,2026-04-10T19:00:00,Spectrum Center,Charlotte,NC,1,7:00 pm ET,DET,Pistons,Detroit,CHA,Hornets,Charlotte,2026-04-10,23:00,1,"FanDuel Sports Network - Detroit, FanDuel Sports Network - Southeast - Charlotte","97.1 FM The Ticket, WFNZ 610 AM/102.5 FM",,
April,0022501172,20260410/MIAWAS,2026-04-10,2026-04-10T19:00:00,2026-04-10T19:00:00,2026-04-10T19:00:00,Capital One Arena,Washington,DC,1,7:00 pm ET,MIA,Heat,Miami,WAS,Wizards,Washington,2026-04-10,23:00,2,"FanDuel Sports Network - Sun, Monumental Sports Network","FM 104.3 WQAM, 560 AM   / S: WAQI 710",,
April,0022501173,20260410/CLEATL,2026-04-10,2026-04-10T19:30:00,2026-04-10T19:30:00,2026-04-10T19:30:00,State Farm Arena,Atlanta,GA,1,7:30 pm ET,CLE,Cavaliers,Cleveland,ATL,Hawks,Atlanta,2026-04-10,23:30,3,Prime Video,WZGC,,Prime Video
April,0022501174,20260410/NOPBOS,2026-04-10,2026-04-10T19:30:00,2026-04-10T18:30:00,2026-04-10T19:30:00,TD Garden,Boston,MA,1,7:30 pm ET,NOP,Pelicans,New Orleans,BOS,Celtics,Boston,2026-04-10,23:30,4,"GCSEN, NBC SPORTS BOSTON",98.5 The Sports Hub,Pelicans+,
April,0022501175,20260410/PHIIND,2026-04-10,2026-04-10T19:30:00,2026-04-10T19:30:00,2026-04-10T19:30:00,Gainbridge Fieldhouse,Indianapolis,IN,1,7:30 pm ET,PHI,76ers,Philadelphia,IND,Pacers,Indiana,2026-04-10,23:30,5,"FanDuel Sports Network - Indiana, NBC Sports Philadelphia","93.5/107.5 The Fan, 97.5 The Fanatic",,
April,0022501176,20260410/TORNYK,2026-04-10,2026-04-10T19:30:00,2026-04-10T19:30:00,2026-04-10T19:30:00,Madison Square Garden,New York,NY,1,7:30 pm ET,TOR,Raptors,Toronto,NYK,Knicks,New York,2026-04-10,23:30,6,"MSG, TSN, TSN","880 ESPN New York, TSN Radio 1050",,
April,0022501177,20260410/ORLCHI,2026-04-10,2026-04-10T19:00:00,2026-04-10T20:00:00,2026-04-10T20:00:00,United Center,Chicago,IL,1,8:00 pm ET,ORL,Magic,Orlando,CHI,Bulls,Chicago,2026-04-11,00:00,7,"Chicago Sports Network, FanDuel Sports Network - Florida",,,
April,0022501178,20260410/MINHOU,2026-04-10,2026-04-10T19:00:00,2026-04-10T19:00:00,2026-04-10T20:00:00,Toyota Center,Houston,TX,1,8:00 pm ET,MIN,Timberwolves,Minnesota,HOU,Rockets,Houston,2026-04-11,00:00,8,"FanDuel Sports Network - North, Space City Home Network",790 AM / S: KLTN TUDN,,
April,0022501179,20260410/BKNMIL,2026-04-10,2026-04-10T19:00:00,2026-04-10T20:00:00,2026-04-10T20:00:00,Fiserv Forum,Milwaukee,WI,1,8:00 pm ET,BKN,Nets,Brooklyn,MIL,Bucks,Milwaukee,2026-04-11,00:00,9,"FanDuel Sports Network - Wisconsin, YES",,,
April,0022501180,20260410/DALSAS,2026-04-10,2026-04-10T19:00:00,2026-04-10T19:00:00,2026-04-10T20:00:00,Frost Bank Center,San Antonio,TX,1,8:00 pm ET,DAL,Mavericks,Dallas,SAS,Spurs,San Antonio,2026-04-11,00:00,10,KFAA,"97.1 FM / S: 99.1 FM, WOAI/KXTN",MavsTV,
